2026-04-26 21:39:15,668 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:39:15,752 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:39:15,838 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:39:15,849 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:39:15,849 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:39:15,850 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:40:15,851 | INFO | __main__ | Cycle started
2026-04-26 21:40:16,245 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,247 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:40:16,248 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:40:16,501 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,577 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,686 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,764 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,839 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:40:16,840 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:40:16,840 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:40:16,841 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:41:16,841 | INFO | __main__ | Cycle started
2026-04-26 21:41:17,075 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,076 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:41:17,076 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:41:17,283 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,350 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,416 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,484 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,562 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:41:17,563 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
